company,year,award_category,industry_category,industry,country,state_province,certification_status,b_corp_profile
"Impact Makers, Inc.",2017,Overall; Community; Governance,Business Products & Services,IT Software & Services/Web Design,United States,Virginia,Certified,https://bcorporation.net/directory/impact-makers-inc
CSRHub LLC,2017,Governance,Business Products & Services,Marketing & Communications Services,United States,New York,Certified,https://bcorporation.net/directory/csrhub-llc
"VIANOVA, Inc.",2017,Governance,Business Products & Services,Management and Financial Consulting,United States,California,Certified,https://bcorporation.net/directory/vianova-inc
Jitasa,2017,Governance,Business Products & Services,Accounting Services,United States,Idaho,Certified,https://bcorporation.net/directory/jitasa
Social Enterprises Inc.,2017,Changemakers,Business Products & Services,Catering & Meeting/Event Management,United States,Oregon,Certified,https://bcorporation.net/directory/social-enterprises-inc
Cumplo Chile S.A.,2017,Governance,Business Products & Services,IT Software & Services/Web Design,Chile,Santiago,Certified,https://bcorporation.net/directory/cumplo-chile-sa
thinkPARALLAX,2017,Workers,Business Products & Services,Marketing & Communications Services,United States,California,Certified,https://bcorporation.net/directory/thinkparallax
Ovis 21,2017,Governance,Business Products & Services,Research & Design,Argentina,Chubut,Certified,https://bcorporation.net/directory/ovis-21
ProQualitas,2017,Changemakers,Business Products & Services,Management and Financial Consulting,Chile,Santiago,Certified,https://bcorporation.net/directory/proqualitas
i.d.e.a.,2017,Governance,Business Products & Services,Marketing & Communications Services,United States,California,Certified,https://bcorporation.net/directory/idea
Social Impact Architects,2017,Overall; Customers; Governance; Changemakers,Business Products & Services,Nonprofit Consulting & Fundraising,United States,Texas,Certified,https://bcorporation.net/directory/social-impact-architects
Network for Good,2017,Workers; Governance,Business Products & Services,IT Software & Services/Web Design,United States,District of Columbia,Certified,https://bcorporation.net/directory/network-good
Habitus Incorporated,2017,Governance,Business Products & Services,Management and Financial Consulting,United States,Massachusetts,Certified,https://bcorporation.net/directory/habitus-incorporated
"North, Inc.",2017,Governance,Business Products & Services,Marketing & Communications Services,United States,Oregon,Certified,https://bcorporation.net/directory/north-inc
"NativeEnergy, a Public Benefit Corporation",2017,Environment,Business Products & Services,Sustainability Consulting,United States,Vermont,Certified,https://bcorporation.net/directory/nativeenergy-inc
Tweegs,2017,Governance,Business Products & Services,IT Software & Services/Web Design,Italy,Ascoli Piceno,Certified,https://bcorporation.net/directory/tweegs
Steelter,2017,Governance,Business Products & Services,Management and Financial Consulting,Spain,Catalonia,Certified,https://bcorporation.net/directory/fly-high-talent-management-sl
"data.world, Inc.",2017,Governance,Business Products & Services,IT Software & Services/Web Design,United States,Texas,Certified,https://bcorporation.net/directory/dataworld-inc
"Donegood, PBC",2017,Governance,Business Products & Services,IT Software & Services/Web Design,United States,Massachusetts,Certified,https://bcorporation.net/directory/donegood-pbc
Happy Family Organics,2017,Changemakers,Consumer Products & Services,Food & Beverage,United States,New York,Certified,https://bcorporation.net/directory/happy-family-brands
Digitopia,2017,Governance,Consumer Products & Services,Other,United States,California,Certified,https://bcorporation.net/directory/digitopia
Urbane & Gallant,2017,Governance,Consumer Products & Services,"Apparel, Footwear & Accessories",United States,California,Certified,https://bcorporation.net/directory/urbane-gallant
SoFine Food,2017,Governance,Consumer Products & Services,Food & Beverage,United States,Maryland,Certified,https://bcorporation.net/directory/sofine-food
CARROT Insights Inc.,2017,Governance,Consumer Products & Services,Consumer Rewards,Canada,Ontario,Certified,https://bcorporation.net/directory/carrot-insights-inc
Elidria Srl SB,2017,Governance,Consumer Products & Services,Other,Italy,Bergamo,Certified,https://bcorporation.net/directory/elidria-srl-sb
Change Catalyst,2017,Governance,Education & Training Services,Education & Training Services,United States,California,Certified,https://bcorporation.net/directory/change-catalyst
Alliant International University,2017,Governance,Education & Training Services,Education & Training Services,United States,California,Certified,https://bcorporation.net/directory/alliant-international-university
Natural Systems Utilities,2017,Governance,Energy & Environmental Services,Other,United States,New Jersey,Certified,https://bcorporation.net/directory/natural-systems-utilities
NWG Energia Societ� Benefit,2017,Environment,Energy & Environmental Services,Renewable Energy Generation & Installation,Italy,Prato,Certified,https://bcorporation.net/directory/nwg-energia-societa-benefit
City Light Capital,2017,Governance,Financial Services,Equity Investor - Developed Markets,United States,New York,Certified,https://bcorporation.net/directory/city-light-capital
Australian Ethical Investment,2017,Governance,Financial Services,Investment Advisor,Australia,New South Wales,Certified,https://bcorporation.net/directory/australian-ethical-investment
Conscience Bay Company LLC,2017,Governance,Financial Services,Equity Investor - Developed Markets,United States,Colorado,Certified,https://bcorporation.net/directory/conscience-bay-company-llc
The TAN2000 International Regulatory Corporation,2017,Governance,Financial Services,Other,United States,Connecticut,Certified,https://bcorporation.net/directory/the-tan2000-international-holdings-corporation
"Keene Advisors, Inc.",2017,Governance,Financial Services,Other,United States,Massachusetts,Certified,https://bcorporation.net/directory/keene-advisors-inc
Bluestone Life,2017,Governance,Financial Services,Insurance,United States,Vermont,Certified,https://bcorporation.net/directory/bluestone-life
"Lemonade, Inc.",2017,Governance,Financial Services,Insurance,Israel,Israel,Certified,https://bcorporation.net/directory/lemonade-inc
BDCU Alliance Bank,2017,Governance,Financial Services,Other,Australia,New South Wales,Certified,https://bcorporation.net/directory/bdcu-alliance-bank
Taurus Capital SAS,2017,Governance,Financial Services,Other,Colombia,Antioquia,Certified,https://bcorporation.net/directory/taurus-capital-sas
Untours,2017,Governance,"Restaurant, Hospitality & Travel",Hospitality,United States,Pennsylvania,Certified,https://bcorporation.net/directory/untours
Higher Legal,2017,Governance,Legal Services,Legal,United States,California,Certified,https://bcorporation.net/directory/higher-legal
"Jason Wiener, P.C.",2017,Governance,Legal Services,Legal,United States,Colorado,Certified,https://bcorporation.net/directory/jason-wiener-pc
Heller Consulting,2017,Governance,Business Products & Services,Nonprofit Consulting & Fundraising,United States,California,Certified,https://bcorporation.net/directory/heller-consulting
Ian Martin Group,2017,Workers; Governance,Business Products & Services,HR Consulting & Recruiting,Canada,Ontario,Certified,https://bcorporation.net/directory/ian-martin-group
Oliver Russell & Associates,2017,Governance,Business Products & Services,Marketing & Communications Services,United States,Idaho,Certified,https://bcorporation.net/directory/oliver-russell-associates
Volans,2017,Governance; Changemakers,Business Products & Services,Management and Financial Consulting,United Kingdom,London,Certified,https://bcorporation.net/directory/volans
Singlebrook Technology,2017,Governance,Business Products & Services,IT Software & Services/Web Design,United States,New York,Certified,https://bcorporation.net/directory/singlebrook-technology
Exponent Partners,2017,Governance; Changemakers,Business Products & Services,Nonprofit Consulting & Fundraising,United States,California,Certified,https://bcorporation.net/directory/exponent-partners
Calsoft Systems,2017,Workers,Business Products & Services,IT Software & Services/Web Design,United States,California,Certified,https://bcorporation.net/directory/calsoft-systems
Kinesis,2017,Workers,Business Products & Services,Management and Financial Consulting,United States,Oregon,Certified,https://bcorporation.net/directory/kinesis
Forster Communications,2017,Overall; Workers; Governance,Business Products & Services,Marketing & Communications Services,United Kingdom,London,Certified,https://bcorporation.net/directory/forster-communications
PIXELIS,2017,Workers,Business Products & Services,Marketing & Communications Services,France,Ile-de-France,Certified,https://bcorporation.net/directory/pixelis
Revenue Automation Inc,2017,Workers; Governance,Business Products & Services,Marketing & Communications Services,Canada,British Columbia,Certified,https://bcorporation.net/directory/revenue-automation-inc
King Arthur Flour Company,2017,Workers; Governance,Consumer Products & Services,Food & Beverage,United States,Vermont,Certified,https://bcorporation.net/directory/king-arthur-flour-company
"MRW Connected, Inc.",2017,Governance,Consumer Products & Services,Home & Personal Care,United States,Massachusetts,Certified,https://bcorporation.net/directory/mrw-connected-inc
Business Development Bank of Canada,2017,Governance,Financial Services,Other,Canada,Qu�bec,Certified,https://bcorporation.net/directory/business-development-bank-of-canada-bdc
UpSpring,2017,Overall; Customers,Business Products & Services,Management and Financial Consulting,United States,New Mexico,Certified,https://bcorporation.net/directory/upspring
Vista Caballo,2017,Overall,Business Products & Services,Management and Financial Consulting,United States,Colorado,Certified,https://bcorporation.net/directory/vista-caballo
EcoAdvisors,2017,Changemakers,Business Products & Services,Sustainability Consulting,Canada,Nova Scotia,Certified,https://bcorporation.net/directory/ecoadvisors
Pause i/O,2017,Overall,Business Products & Services,HR Consulting & Recruiting,United States,Colorado,Certified,https://bcorporation.net/directory/pause-io
Traditional Medicinals,2017,Changemakers,Consumer Products & Services,Food & Beverage,United States,California,Certified,https://bcorporation.net/directory/traditional-medicinals
Salt Spring Coffee,2017,Overall; Environment; Changemakers,Consumer Products & Services,Food & Beverage,Canada,British Columbia,Certified,https://bcorporation.net/directory/salt-spring-coffee
Lunapads,2017,Overall; Changemakers,Consumer Products & Services,Home & Personal Care,Canada,British Columbia,Certified,https://bcorporation.net/directory/lunapads
Richmond Grid,2017,Overall,Consumer Products & Services,Fine Arts,United States,Virginia,Certified,https://bcorporation.net/directory/richmond-grid
